txnno,txndate,custno,amount,category,product,city,state,spendby
00060406,08-31-2011,4007596,144.45,Team Sports,Basketball,Pasadena,California,credit
00060407,03-28-2011,4001455,188.83,Water Sports,Scuba Diving & Snorkeling,Springfield,Illinois,credit
00060408,07-14-2011,4008677,183.61,Team Sports,Softball,Omaha,Nebraska,credit
00060409,12-15-2011,4004085,054.71,Exercise & Fitness,Weightlifting Machine Accessories,Louisville,Kentucky,credit
00060410,06-15-2011,4007809,029.15,Team Sports,Baseball,Portland,Oregon,credit
00060411,02-02-2011,4005264,114.13,Team Sports,Curling,Atlanta,Georgia,credit
00060412,08-30-2011,4001691,153.73,Winter Sports,Cross-Country Skiing,Gilbert,Arizona,credit
00060413,02-19-2011,4009274,032.28,Games,Dice & Dice Sets,Brownsville,Texas,credit
00060414,01-29-2011,4001465,111.74,Gymnastics,Gymnastics Rings,Long Beach,California,credit
00060415,06-21-2011,4007887,028.75,Team Sports,Softball,Oakland,California,credit
00060416,05-05-2011,4009270,005.66,Indoor Games,Foosball,Detroit,Michigan,credit
00060417,10-06-2011,4003703,017.25,Indoor Games,Darts,Richmond  ,Virginia,credit
00060418,09-20-2011,4002164,094.52,Games,Mahjong,Lowell,Massachusetts,credit
00060419,10-25-2011,4002509,188.21,Indoor Games,Table Shuffleboard,Newark,New Jersey,credit
00060420,10-28-2011,4006160,080.34,Winter Sports,Snowboarding,Huntsville,Alabama,credit
00060421,04-07-2011,4008250,110.08,Indoor Games,Foosball,Flint,Michigan,credit
00060422,04-08-2011,4000608,167.61,Team Sports,Beach Volleyball,Centennial,Colorado,credit
00060423,09-21-2011,4002516,007.77,Exercise & Fitness,Exercise Balls,Los Angeles,California,credit
00060424,10-19-2011,4002848,037.87,Winter Sports,Downhill Skiing,Centennial,Colorado,credit
00060425,07-17-2011,4004525,035.68,Outdoor Recreation,Track & Field,San Diego,California,credit
00060426,11-24-2011,4001832,097.10,Water Sports,Water Polo,Salt Lake City,Utah,credit
00060427,07-10-2011,4007202,027.37,Combat Sports,Martial Arts,Detroit,Michigan,credit
00060428,07-16-2011,4000267,089.76,Team Sports,Cricket,Minneapolis,Minnesota,credit
00060429,06-22-2011,4006836,091.57,Indoor Games,Foosball,Denver  ,Colorado,credit
00060430,08-20-2011,4002888,008.23,Racquet Sports,Badminton,Houston,Texas,credit
00060431,07-16-2011,4006158,140.52,Winter Sports,Bobsledding,Cambridge,Massachusetts,credit
00060432,05-12-2011,4009984,057.55,Gymnastics,Gymnastics Mats,Atlanta,Georgia,credit
00060433,03-09-2011,4009408,199.75,Water Sports,Surfing,Clarksville,Tennessee,credit
00060434,07-01-2011,4002409,120.68,Outdoor Recreation,Archery,Miami,Florida,credit
00060435,01-21-2011,4003908,075.71,Outdoor Recreation,Fishing,Charleston,South Carolina,credit
00060436,08-28-2011,4006041,037.09,Outdoor Play Equipment,Slides,Cincinnati,Ohio,credit
00060437,06-20-2011,4006539,137.66,Air Sports,Hang Gliding,Plano,Texas,credit
00060438,11-11-2011,4008834,183.60,Winter Sports,Snowshoeing,Colorado Springs,Colorado,credit
00060439,11-10-2011,4003169,112.13,Air Sports,Air Suits,Flint,Michigan,credit
00060440,07-23-2011,4002696,020.35,Team Sports,Curling,Oakland,California,credit
00060441,07-14-2011,4001190,065.71,Outdoor Recreation,Archery,Reno,Nevada,credit
00060442,04-18-2011,4008790,027.18,Jumping,Jumping Stilts,Oakland,California,cash
00060443,04-29-2011,4007522,151.71,Gymnastics,Balance Beams,St. Louis  ,Missouri,credit
00060444,05-03-2011,4003529,130.68,Water Sports,Wetsuits,Coral Springs,Florida,credit
00060445,10-30-2011,4001632,075.96,Exercise & Fitness,Weightlifting Machine Accessories,Montgomery,Alabama,credit
00060446,12-07-2011,4003045,104.66,Racquet Sports,Squash,Brownsville,Texas,credit
00060447,02-13-2011,4006600,047.14,Water Sports,Life Jackets,Tampa,Florida,cash
00060448,03-21-2011,4007463,027.44,Gymnastics,Gymnastics Protective Gear,Alexandria  ,Virginia,cash
00060449,09-24-2011,4008781,073.62,Combat Sports,Martial Arts,Houston,Texas,credit
00060450,01-23-2011,4006625,020.42,Team Sports,Indoor Volleyball,Hartford,Connecticut,cash
00060451,02-02-2011,4002067,045.71,Gymnastics,Springboards,Washington,District of Columbia,cash
00060452,03-03-2011,4006554,156.98,Team Sports,Curling,Philadelphia,Pennsylvania,credit
00060453,10-26-2011,4001450,044.88,Indoor Games,Bowling,Charleston,South Carolina,cash
00060454,12-09-2011,4004808,064.02,Outdoor Recreation,Skateboarding,Charlotte,North Carolina,credit
00060455,04-14-2011,4007595,026.06,Exercise & Fitness,Free Weights,Lincoln,Nebraska,cash
00060456,07-29-2011,4003629,149.00,Outdoor Play Equipment,Playhouses,Houston,Texas,credit
00060457,11-05-2011,4003987,146.17,Exercise & Fitness,Weight Benches,Chattanooga,Tennessee,credit
00060458,07-15-2011,4002352,153.86,Exercise & Fitness,Exercise Balls,Seattle,Washington,credit
00060459,10-09-2011,4005553,074.75,Winter Sports,Snowmobiling,Overland Park,Kansas,credit
00060460,06-25-2011,4008622,030.88,Exercise & Fitness,Exercise Bands,Indianapolis ,Indiana,cash
00060461,08-22-2011,4000619,071.53,Indoor Games,Bowling,Orlando,Florida,credit
00060462,11-22-2011,4007247,165.71,Winter Sports,Sledding,Colorado Springs,Colorado,credit
00060463,10-28-2011,4003173,196.52,Outdoor Recreation,Ice Climbing,Salt Lake City,Utah,credit
00060464,02-26-2011,4008557,031.69,Water Sports,Scuba Diving & Snorkeling,Long Beach,California,cash
00060465,12-30-2011,4000288,156.11,Winter Sports,Cross-Country Skiing,Seattle,Washington,credit
00060466,05-14-2011,4003358,087.20,Team Sports,Rugby,St. Petersburg,Florida,credit
00060467,10-29-2011,4006371,151.60,Team Sports,Soccer,Brownsville,Texas,credit
00060468,05-14-2011,4006907,063.17,Exercise & Fitness,Abdominal Equipment,Bellevue,Washington,credit
00060469,01-05-2011,4006290,174.99,Winter Sports,Snowboarding,Milwaukee,Wisconsin,credit
00060470,10-19-2011,4002352,028.26,Water Sports,Bodyboarding,Tampa,Florida,cash
00060471,09-01-2011,4004476,060.18,Racquet Sports,Badminton,Flint,Michigan,credit
00060472,08-25-2011,4000587,021.48,Exercise & Fitness,Stopwatches,Charleston,South Carolina,cash
00060473,05-25-2011,4001532,172.74,Combat Sports,Martial Arts,Orange,California,credit
00060474,01-04-2011,4009704,055.37,Water Sports,Life Jackets,Phoenix,Arizona,credit
00060475,05-25-2011,4004234,068.16,Gymnastics,Gymnastics Mats,Phoenix,Arizona,credit
00060476,04-01-2011,4004258,166.22,Jumping,Jumping Stilts,Indianapolis ,Indiana,credit
00060477,02-17-2011,4006356,099.68,Games,Card Games,Milwaukee,Wisconsin,credit
00060478,09-09-2011,4008881,053.85,Water Sports,Swimming,Boise,Idaho,credit
00060479,08-01-2011,4009835,049.88,Exercise & Fitness,Weightlifting Machine Accessories,Cleveland,Ohio,cash
00060480,03-07-2011,4009541,121.94,Outdoor Recreation,Running,Charlotte,North Carolina,credit
00060481,01-24-2011,4002014,006.93,Indoor Games,Foosball,Orange,California,cash
00060482,10-31-2011,4001231,162.11,Exercise & Fitness,Weightlifting Belts,Dayton,Ohio,credit
00060483,05-01-2011,4009047,037.22,Outdoor Recreation,Archery,Long Beach,California,cash
00060484,01-07-2011,4003828,192.17,Exercise & Fitness,Cardio Machines,New York,New York,credit
00060485,05-12-2011,4004570,172.69,Games,Board Games,Stamford,Connecticut,credit
00060486,06-04-2011,4005151,035.51,Outdoor Play Equipment,Outdoor Playsets,Flint,Michigan,cash
00060487,08-20-2011,4003682,175.53,Air Sports,Parachutes,Dallas,Texas,credit
00060488,08-20-2011,4006317,176.99,Team Sports,Hockey,Honolulu  ,Hawaii,credit
00060489,02-19-2011,4009421,157.61,Winter Sports,Cross-Country Skiing,Lowell,Massachusetts,credit
00060490,11-27-2011,4003435,034.52,Winter Sports,Snowboarding,Cincinnati,Ohio,cash
00060491,10-20-2011,4000499,195.54,Indoor Games,Table Shuffleboard,Berkeley,California,credit
00060492,01-21-2011,4005352,137.07,Winter Sports,Snowshoeing,Dayton,Ohio,credit
00060493,03-26-2011,4009856,147.54,Air Sports,Hang Gliding,Alexandria  ,Virginia,credit
00060494,05-28-2011,4005213,087.54,Combat Sports,Martial Arts,Paterson,New Jersey,credit
00060495,07-31-2011,4009706,120.93,Outdoor Recreation,Golf,Saint Paul,Minnesota,credit
00060496,01-11-2011,4006269,035.55,Water Sports,Windsurfing,Newark,New Jersey,cash
00060497,12-26-2011,4006523,071.82,Winter Sports,Downhill Skiing,Westminster,Colorado,credit
00060498,03-25-2011,4007169,143.03,Winter Sports,Luge,Kansas City,Missouri,credit
00060499,01-11-2011,4000198,159.63,Outdoor Recreation,Camping & Backpacking & Hiking,San Diego,California,credit
00060500,09-12-2011,4004298,162.76,Water Sports,Towed Water Sports,Sunnyvale,California,credit
00060501,07-18-2011,4001517,160.55,Gymnastics,Gymnastics Protective Gear,New Orleans,Louisiana,credit
00060502,07-18-2011,4005424,158.56,Outdoor Recreation,Rock Climbing,Austin,Texas,credit
00060503,05-19-2011,4008067,152.34,Winter Sports,Luge,New Orleans,Louisiana,credit
00060504,12-29-2011,4003050,064.73,Combat Sports,Wrestling,Chattanooga,Tennessee,credit
00060505,08-19-2011,4002052,013.68,Jumping,Pogo Sticks,Colorado Springs,Colorado,credit
00060506,05-09-2011,4001524,095.70,Team Sports,Cricket,San Antonio,Texas,credit
00060507,11-25-2011,4009071,164.54,Exercise & Fitness,Stopwatches,West Valley City,Utah,credit
00060508,11-29-2011,4009331,047.45,Outdoor Recreation,Deck Shuffleboard,Charleston,South Carolina,credit
00060509,09-22-2011,4008841,174.82,Outdoor Play Equipment,Slides,St. Petersburg,Florida,credit
00060510,02-19-2011,4007209,090.04,Water Sports,Kitesurfing,San Francisco,California,credit
00060511,03-14-2011,4003345,103.59,Exercise & Fitness,Stopwatches,Irvine,California,credit
00060512,12-06-2011,4008433,086.39,Combat Sports,Wrestling,Jersey City,New Jersey,credit
00060513,02-07-2011,4003914,016.81,Water Sports,Surfing,Lincoln,Nebraska,credit
00060514,09-03-2011,4003369,183.90,Dancing,Ballet Bars,Dallas,Texas,credit
00060515,07-14-2011,4003220,099.89,Puzzles,Jigsaw Puzzles,Orange,California,credit
00060516,04-08-2011,4009533,064.47,Team Sports,Indoor Volleyball,San Francisco,California,credit
00060517,09-21-2011,4002899,185.61,Water Sports,Surfing,Alexandria  ,Virginia,credit
00060518,06-03-2011,4001136,086.98,Gymnastics,Gymnastics Protective Gear,Los Angeles,California,credit
00060519,07-16-2011,4009496,186.10,Team Sports,Soccer,Honolulu  ,Hawaii,credit
00060520,05-17-2011,4004892,126.31,Gymnastics,Springboards,Kansas City,Missouri,credit
00060521,09-24-2011,4003564,168.25,Outdoor Play Equipment,Playhouses,Brownsville,Texas,credit
00060522,11-13-2011,4007468,025.65,Team Sports,Indoor Volleyball,Salem,Oregon,credit
00060523,12-19-2011,4001758,020.61,Outdoor Play Equipment,Slides,Boise,Idaho,credit
00060524,07-02-2011,4000171,072.35,Gymnastics,Pommel Horses,Columbus,Ohio,credit
00060525,01-07-2011,4003534,194.48,Gymnastics,Gymnastics Bars,San Francisco,California,credit
00060526,01-24-2011,4000634,151.33,Team Sports,Rugby,San Diego,California,credit
00060527,06-09-2011,4004538,010.86,Exercise & Fitness,Yoga & Pilates,Huntsville,Alabama,credit
00060528,08-14-2011,4007023,173.30,Winter Sports,Bobsledding,Austin,Texas,credit
00060529,08-17-2011,4009909,085.71,Water Sports,Wetsuits,Irvine,California,credit
00060530,03-13-2011,4004188,096.34,Racquet Sports,Tennis,Atlanta,Georgia,credit
00060531,08-08-2011,4008075,104.27,Team Sports,Team Handball,Omaha,Nebraska,credit
00060532,03-14-2011,4006940,083.36,Water Sports,Water Tubing,Durham,North Carolina,credit
00060533,08-16-2011,4004382,178.56,Jumping,Bungee Jumping,Phoenix,Arizona,credit
00060534,10-22-2011,4001338,197.15,Games,Bingo Sets,St. Louis  ,Missouri,credit
00060535,10-20-2011,4000000,058.55,Jumping,Jumping Stilts,Des Moines,Iowa,credit
00060536,09-07-2011,4008251,094.78,Water Sports,Life Jackets,Springfield,Illinois,credit
00060537,09-17-2011,4002820,178.78,Exercise & Fitness,Cardio Machines,Cleveland,Ohio,credit
00060538,09-07-2011,4000528,090.40,Team Sports,Baseball,Chattanooga,Tennessee,credit
00060539,01-30-2011,4009660,025.01,Team Sports,Baseball,San Francisco,California,credit
00060540,06-06-2011,4002682,166.20,Racquet Sports,Squash,Richmond  ,Virginia,credit
00060541,02-10-2011,4009061,134.82,Outdoor Recreation,Equestrian,Tampa,Florida,credit
00060542,12-22-2011,4005358,080.64,Water Sports,Scuba Diving & Snorkeling,Oakland,California,credit
00060543,05-08-2011,4001161,132.17,Team Sports,Football,Columbia,Missouri,credit
00060544,02-10-2011,4004614,123.98,Exercise & Fitness,Jump Ropes,San Diego,California,credit
00060545,01-26-2011,4001939,118.46,Games,Dominoes,Centennial,Colorado,credit
00060546,05-27-2011,4007493,196.33,Team Sports,Hockey,Bellevue,Washington,credit
00060547,09-02-2011,4005883,103.36,Team Sports,Baseball,Washington,District of Columbia,credit
00060548,05-05-2011,4008968,122.39,Water Sports,Kitesurfing,Jersey City,New Jersey,credit
00060549,01-09-2011,4009536,133.10,Team Sports,Cheerleading,Colorado Springs,Colorado,credit
00060550,08-31-2011,4006738,191.63,Jumping,Trampolines,Portland,Oregon,credit
00060551,10-04-2011,4003294,100.85,Indoor Games,Darts,Clarksville,Tennessee,credit
00060552,03-20-2011,4004820,042.61,Water Sports,Towed Water Sports,Berkeley,California,cash
00060553,07-24-2011,4002244,128.10,Combat Sports,Martial Arts,Montgomery,Alabama,credit
00060554,05-11-2011,4006808,106.02,Winter Sports,Sledding,Fremont,California,credit
00060555,05-30-2011,4007572,009.50,Outdoor Recreation,Fishing,San Francisco,California,cash
00060556,02-03-2011,4003037,009.59,Combat Sports,Wrestling,Dayton,Ohio,cash
00060557,04-01-2011,4003071,165.46,Outdoor Play Equipment,Playhouses,Austin,Texas,credit
00060558,09-28-2011,4008548,182.04,Racquet Sports,Racquetball,Durham,North Carolina,credit
00060559,12-03-2011,4007112,101.85,Outdoor Recreation,Archery,Tampa,Florida,credit
00060560,10-09-2011,4003467,106.59,Outdoor Recreation,Hunting,Columbia,Missouri,credit
00060561,11-30-2011,4002654,032.65,Outdoor Recreation,Camping & Backpacking & Hiking,Houston,Texas,cash
00060562,09-11-2011,4008767,183.35,Puzzles,Jigsaw Puzzles,Coral Springs,Florida,credit
00060563,07-10-2011,4003777,011.72,Water Sports,Wetsuits,Long Beach,California,cash
00060564,07-20-2011,4006837,098.93,Team Sports,Team Handball,Long Beach,California,credit
00060565,03-05-2011,4008181,017.92,Outdoor Play Equipment,Water Tables,Oklahoma City,Oklahoma,cash
00060566,01-13-2011,4006551,085.44,Winter Sports,Sledding,Stamford,Connecticut,credit
00060567,06-26-2011,4005427,146.72,Combat Sports,Martial Arts,Durham,North Carolina,credit
00060568,04-07-2011,4009741,181.33,Gymnastics,Gymnastics Protective Gear,Overland Park,Kansas,credit
00060569,09-26-2011,4004028,021.69,Exercise & Fitness,Free Weight Bars,Plano,Texas,cash
00060570,03-31-2011,4003834,100.53,Exercise & Fitness,Gym Mats,Kansas City,Kansas,credit
00060571,11-21-2011,4004030,060.22,Puzzles,Jigsaw Puzzles,Hampton  ,Virginia,credit
00060572,09-15-2011,4005517,071.98,Winter Sports,Sledding,Vancouver,Washington,credit
00060573,09-24-2011,4007856,024.72,Team Sports,Baseball,New Orleans,Louisiana,cash
00060574,04-05-2011,4007023,135.72,Water Sports,Scuba Diving & Snorkeling,Berkeley,California,credit
00060575,12-26-2011,4000966,101.25,Water Sports,Wetsuits,Omaha,Nebraska,credit
00060576,02-22-2011,4005295,036.64,Team Sports,Indoor Volleyball,Gresham,Oregon,cash
00060577,02-25-2011,4003278,110.84,Team Sports,Basketball,Louisville,Kentucky,credit
00060578,08-08-2011,4006304,049.50,Racquet Sports,Squash,Sunnyvale,California,cash
00060579,08-01-2011,4000500,040.39,Jumping,Bungee Jumping,New Orleans,Louisiana,cash
00060580,09-19-2011,4006675,042.03,Water Sports,Boating,Detroit,Michigan,cash
00060581,08-21-2011,4005137,103.79,Outdoor Recreation,Equestrian,Irving,Texas,credit
00060582,08-27-2011,4004403,126.60,Team Sports,Softball,Orlando,Florida,credit
00060583,05-14-2011,4004110,082.77,Outdoor Recreation,Lawn Games,Green Bay,Wisconsin,credit
00060584,10-13-2011,4003420,095.11,Exercise & Fitness,Weightlifting Gloves,Plano,Texas,credit
00060585,01-13-2011,4006056,014.38,Racquet Sports,Squash,Westminster,Colorado,cash
00060586,04-16-2011,4001850,129.58,Exercise & Fitness,Yoga & Pilates,Fremont,California,credit
00060587,09-27-2011,4009289,093.28,Winter Sports,Sledding,Salem,Oregon,credit
00060588,12-24-2011,4006072,182.83,Water Sports,Scuba Diving & Snorkeling,Baltimore,Maryland,credit
00060589,06-03-2011,4001311,175.82,Racquet Sports,Badminton,Orange,California,credit
00060590,05-02-2011,4003343,177.29,Games,Card Games,Irvine,California,credit
00060591,08-02-2011,4004316,196.75,Outdoor Recreation,Skating,Charleston,South Carolina,credit
00060592,01-12-2011,4004407,026.72,Water Sports,Boating,Alexandria  ,Virginia,cash
00060593,01-21-2011,4006770,021.15,Games,Dice & Dice Sets,Baltimore,Maryland,cash
00060594,09-01-2011,4009220,191.06,Water Sports,Life Jackets,St. Louis  ,Missouri,credit
00060595,04-19-2011,4004921,144.90,Exercise & Fitness,Exercise Bands,Coral Springs,Florida,credit
00060596,09-19-2011,4000468,086.80,Team Sports,Beach Volleyball,San Diego,California,credit
00060597,01-28-2011,4003589,048.34,Team Sports,Cricket,Alexandria  ,Virginia,cash
00060598,10-08-2011,4007332,138.64,Exercise & Fitness,Cardio Machine Accessories,Orange,California,credit
00060599,08-28-2011,4009210,143.78,Games,Dominoes,Tampa,Florida,credit
00060600,07-20-2011,4006437,040.94,Team Sports,Lacrosse,Dayton,Ohio,credit
00060601,12-15-2011,4003362,199.20,Exercise & Fitness,Free Weight Bars,Los Angeles,California,credit
00060602,08-27-2011,4007066,123.37,Exercise & Fitness,Weightlifting Belts,Newark,New Jersey,credit
00060603,05-06-2011,4005831,174.53,Games,Dice & Dice Sets,Tampa,Florida,credit
00060604,12-04-2011,4003632,193.62,Racquet Sports,Squash,Coral Springs,Florida,credit
00060605,05-29-2011,4004710,014.57,Winter Sports,Downhill Skiing,Irving,Texas,credit
00060606,01-15-2011,4003325,187.72,Outdoor Play Equipment,Slides,Tampa,Florida,credit
00060607,05-07-2011,4007412,056.55,Jumping,Trampoline Accessories,Denver  ,Colorado,credit
00060608,05-18-2011,4004446,026.51,Team Sports,Rugby,Los Angeles,California,credit
00060609,10-22-2011,4009792,178.61,Indoor Games,Ping Pong,Portland,Oregon,credit
00060610,06-08-2011,4009593,040.13,Outdoor Recreation,Skating,Columbia,South Carolina,credit
00060611,02-21-2011,4008798,071.22,Exercise & Fitness,Exercise Bands,Austin,Texas,credit
00060612,09-15-2011,4000640,073.44,Indoor Games,Bowling,Long Beach,California,credit
00060613,06-04-2011,4000037,150.96,Winter Sports,Bobsledding,Boston,Massachusetts,credit
00060614,08-21-2011,4002953,137.38,Winter Sports,Snowboarding,Jacksonville ,Florida,credit
00060615,04-16-2011,4006204,075.21,Indoor Games,Darts,Montgomery,Alabama,credit
00060616,05-09-2011,4005290,122.84,Water Sports,Boating,Baltimore,Maryland,credit
00060617,03-05-2011,4001336,055.59,Jumping,Trampolines,Denver  ,Colorado,credit
